summary
"Group Alert: Network Team Tickets: WAP - West Chester - AMER - 1475 Phoenixvil?le Pike Suite 100, West Chester, PA 19380, USA Down"
Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB07 is in a current state of: Down
TIER 3 - Critical Device Down: US-GOL-891-RAY-R01.wescoaircraft.com is Down
 NODE ALERT: GJDEWEB08 has rebooted
Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down
Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Warning	
Alert: Memory Utilization on tcmprd-haasr05.tcmis.com is warning
NODE Down ALERT: XA6501 is Down
NODE Down ALERT: XA6540 is Down
Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %
Alert: CPU Utilization on GJDEWEB01 is Critical
 NODE ALERT: GJDEWEB01 has rebooted
Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB01 is in a current state of: Down
Critical ALERT:  A Baseline Services_Windows component  on GJDEWEB01 is in a current state of: Down
ALERT: DISK SPACE on XA6517-C:\ Label: 88E6AF70 has currently 19 % is available
Alert: CPU Utilization on wdiprd-cml01.haasgroupintl.com is Critical
Alert: CPU Utilization on G-OPTIOPD is Critical	
TIER 3 - Critical Device Down: FR-TAR-TZ300-F01 is Down
Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down
ALERT: DISK SPACE on XA6521-C:\ Label: 88E6AF70 has currently 17 % is available
Critical Alert: Memory Utilization on GBVVSMS4 is : 99 %
TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down
TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down
Warning Alert: Memory Utilization on GBVVSMS4 is : 95 %
Alert: Memory Utilization on infdemo-ora01 is in Critical
Alert: CPU Utilization on AUS-BI02 is Critical	
Alert: Memory Utilization on tcmprd-ws05.tcmis.com is warning
ALERT: DISK SPACE on TXAU-SQL1902-G:\ Label:Backups 941DA743 has currently 14 % is available
Warning Alert: Memory Utilization on GBVVSCL3 is : 94 %
Alert: CPU Utilization on aus-esx13.haasgroupintl.com is Warning	
Warning Alert: Memory Utilization on GBVVSHR0 is : 94 %
Alert: Memory Utilization on tcmprd-haasr02.tcmis.com is warning
Warning Alert: Memory Utilization on GBDVSMS0 is : 96 %
 NODE ALERT: GBVVSFS3 is Down
Alert: Memory Utilization on infdemo-ora01 is in Critical
Alert: CPU Utilization on usauitadmust01 is Critical	
Alert: Memory Utilization on GJDEWEB01 is in warning
Alert: CPU Utilization on AUS-MCL01 is Warning	
Alert: Memory Utilization on tcmprd-haasr05.tcmis.com is warning
Alert: Memory Utilization on tcmdev-ws01.tcmis.com is warning
ALERT: DISK SPACE on XA6530-C:\ Label: 88E6AF70 has currently 20 % is available
Alert: CPU Utilization on AUS-BI02 is Warning	
Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down
ALERT: DISK SPACE on XA6516-C:\ Label: 88E6AF70 has currently 20 % is available
Alert: CPU Utilization on AUS-ADMT01 is Critical	
Alert: Memory Utilization on tcmprd-haasr06.tcmis.com is warning
ALERT: Disk utilization on tcmtm-ws01.haasgroupintl.com is Warning
ALERT: DISK SPACE on XA6526-C:\ Label: 88E6AF70 has currently 20 % is available
ALERT: DISK SPACE on XA6511-C:\ Label: 88E6AF70 has currently 19 % is available
ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws05.tcmis.com is Down
Alert: Memory Utilization on apexprd-wlogic01.haasgroupintl.com is warning
Alert: CPU Utilization on ADAVIIS01 is Critical	
Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB05 is in a current state of: Critical
Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down
Alert: CPU Utilization in GJDEWEB05 is Critical	
Warning ALERT:  SQL Components component  on GBDVSMS0 shows Warning
Warning Alert: Memory Utilization on VALDC01 is : 94 %
Alert: CPU Utilization on GJDEWEB05 is Critical
ALERT: Disk utilization on tcmtm03-ws01.haasgroupintl.com is Warning
TIER 1 - CRITICAL ALERT: MX-CHI2-4351-R01.wescoaircraft.com is Down
TIER 1 - CRITICAL ALERT: WAN Interface Unreachable on MX-CHI2-4351-R01.wescoaircraft.com
TIER 1 - CRITICAL ALERT: WAN Interface Unreachable on MX-CHI2-4351-R01.wescoaircraft.com
ESX ALERT: MXCH-ESX02.wescohq.com is Down
ESX ALERT: MXCH-ESX01.wescohq.com is Down
 NODE ALERT: CHIHUAHUA-DC01 is Down
 NODE ALERT: MXCH-FILE01 is Down
 NODE ALERT: MXCVSDC0 is Down
 NODE ALERT: MXCH-DC01 is Down
TIER 1 - CRITICAL ALERT: WAN OUTAGE 12 on MX-CHI2-4351-R02.wescoaircraft.com
TIER 1 - CRITICAL ALERT: WAN OUTAGE 12 on MX-CHI2-4351-R02.wescoaircraft.com
Alert: CPU Utilization in GJDEWEB03 is Warning	
Warning Alert: Memory Utilization on VALDC01 is : 96 %
Alert: CPU Utilization on GBVVSML0 is Critical	
TIER 1 - CRITICAL ALERT: MX-CHI2-9300-MDF-S01.wescoaircraft.com is Down
TIER 1 - CRITICAL ALERT: WAN OUTAGE 12 on MX-CHI2-4351-R01.wescoaircraft.com
TIER 1 - CRITICAL ALERT: WAN OUTAGE 12 on MX-CHI2-4351-R01.wescoaircraft.com
Alert: CPU Utilization on usauitadmust01 is Critical	
Alert: CPU Utilization in GJDEWEB08 is Critical	
Warning Alert: Memory Utilization on USAZSCCMCAS01 is : 96 %
TIER 1 - CRITICAL ALERT: MX-CHI2-2960X-MDF-S01.wescoaircraft.com is Down
TIER 1 - CRITICAL ALERT: MX-CHI2-2960X-MDF-S02.wescoaircraft.com is Down
Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %
Alert: CPU Utilization on G-OPTIOPD is Warning	
Alert: CPU Utilization in GJDEWEB03 is Critical	
Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB03 is in a current state of: Critical
Alert: CPU Utilization on GJDEWEB03 is Critical
Critical ALERT:  A Distributed File System (DFS) component  on LON-DFS01 is in a current state of: Down
 NODE ALERT: ITEST2.WESCOHQ.COM is Down
TIER 3 - Critical Device Down: FR-TAR-TZ300-F01 is Down
 NODE ALERT: VALJDELOG01 has rebooted
 NODE ALERT: DEVJDEJAS2 has rebooted
Alert: Memory Utilization on apexprd-ora01.haasgroupintl.com is warning
Warning Alert: Memory Utilization on GBVVSSQ10 is : 94 %
ALERT: DISK SPACE on AUS-VEEAM-CON01-C:\ Label: DAE3F737 has currently 15 % is available
Alert: CPU Utilization on G-OPTIOPD is Critical	
 NODE ALERT: GJDEWEB03 has rebooted
 NODE ALERT: GJDEWEB05 has rebooted
Alert: CPU Utilization on tcmdev-ora01 is Critical
 NODE ALERT: GJDEWEB08 has rebooted
Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB08 is in a current state of: Down
TIER 3 - Critical Device Down: US-LAR-C1111-R01.wescoaircraft.com is Down
NODE Down ALERT: XA6501 is Down
ALERT: DISK SPACE on XALIC01-C:\ Label: DC7DA563 has currently 12 % is available
TIER 3 - Critical Device Down: US-WIT-891-TRI-R01.wescoaircraft.com is Down
TIER 3 - Critical Device Down: wsip-174-71-149-66.ks.ks.cox.net is Down
Alert: CPU Utilization on wdiprd-cml01.haasgroupintl.com is Critical
Critical ALERT:  A Distributed File System (DFS) component  on LON-DFS01 is in a current state of: Down
Critical ALERT:  A tcmIS Functional Testing-dev1 component  on infdev-ora01b is in a current state of: Down
Alert: CPU Utilization on G-OPTIOPD is Warning	
Critical ALERT:  A Distributed File System (DFS) component  on LON-DFS01 is in a current state of: Down
Warning Alert: Memory Utilization on GBVVSSQ10 is : 96 %
Alert: CPU Utilization on usauitadmust01 is Critical	
Critical ALERT:  A Distributed File System (DFS) component  on LON-DFS01 is in a current state of: Down
Critical ALERT:  A Microsoft IIS component  on AUS-GHS01 is in a current state of: Down
Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Warning	
Alert: CPU Utilization on AUS-MCL01 is Warning	
ALERT: DISK SPACE on TXAU-SQL1902-G:\ Label:Backups 941DA743 has currently 11 % is available
Critical ALERT:  A Windows Server 2019 Services and Counters component  on TXAU-MLEINPROD1 is in a current state of: Critical
Alert: CPU Utilization on AUS-BI01 is Critical	
Critical Alert: Memory Utilization on GBVVSMS4 is : 99 %
Alert: Memory Utilization on tcmpoc-haasr01.tcmis.com is warning
NODE ALERT: AUS-ORIONHA01 is Down
Warning Alert: Memory Utilization on GBVVSMS4 is : 95 %
ALERT: DISK SPACE on XA6516-C:\ Label: 88E6AF70 has currently 20 % is available
Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %
Warning Alert: Memory Utilization on gbdvssq0 is : 95 %
Alert: CPU Utilization on AUS-BIPRD-PUB02 is Critical	
Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Critical	
ALERT:  A Microsoft IIS component  on AUS-ORIONHA01 is in a current state of: Down
Critical Alert: Memory Utilization on AUS-BIPRD-PUB01 is : 98 %
Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down
Warning Alert: Memory Utilization on GBVVSMS4 is : 94 %
ALERT: DISK SPACE on XA6526-C:\ Label: 88E6AF70 has currently 20 % is available
Alert: Memory Utilization on tcmprd-haasr07.tcmis.com is warning
Warning Alert: Memory Utilization on GBVVSSQ10 is : 96 %
ALERT:  A Microsoft IIS component  on AUS-ORIONHA01 is in a current state of: Down
ALERT: DISK SPACE on XA6507-C:\ Label: 88E6AF70 has currently 20 % is available
Warning Alert: Memory Utilization on GBVVSCL3 is : 94 %
Alert: CPU Utilization on ITMADC is Critical	
Warning Alert: Memory Utilization on gbdvssq0 is : 94 %
TIER 3 - Critical Device Down: CA-QUE-BOM8-C1111-R01.wescoaircraft.com is Down
Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Warning	
Alert: CPU Utilization on AUS-MCL01 is Warning	
GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - BOM: Mirabel (Plant 8) - AMER - Retorno El Marques #4F Parque Industrial El Marques Bombardier Plant 
Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Critical	
Alert: Memory Utilization on tcmprd-ws07.tcmis.com is warning
Alert: CPU Utilization on ADAVIIS01 is Critical	
TIER 2 - Non-Critical Device Down: MX-MEX-891-GUL-R01.wescoaircraft.com is Down
Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB03 is in a current state of: Critical
Alert: CPU Utilization on GBVVSML0 is Critical	
Alert: CPU Utilization in GJDEWEB03 is Critical	
"GROUP ALERT: Group is Down - Network Team Tickets: Tier2  - Mexicali - AMER - Gulfstream Boulevard Lazaro Cardenas 2365, Mexicali, Baja California, Mexico"
Warning Alert: Memory Utilization on AUS-ORIONAPP02 is : 96 %
Warning Alert: Memory Utilization on gbdvssq0 is : 94 %
Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %
Alert: CPU Utilization on GBVVSDV0 is Critical	
Warning ALERT:  SQL Components component  on GBDVSMS0 shows Warning
Alert: CPU Utilization on AUS-MCL01 is Warning	
Alert: CPU Utilization in GJDEWEB02 is Critical	
ALERT: DISK SPACE on XA6520-C:\ Label: 88E6AF70 has currently 20 % is available
Alert: CPU Utilization on GJDEWEB03 is Critical
Warning Alert: Memory Utilization on USAZSCCMCAS01 is : 97 %
Warning Alert: Memory Utilization on GBVVSML0 is : 97 %
ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws07.tcmis.com is Down
Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws07.tcmis.com is Down
ALERT: DISK SPACE on XA6530-C:\ Label: 88E6AF70 has currently 20 % is available
Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %
Alert: Memory Utilization on tcmprd-haasr04.tcmis.com is warning
 NODE ALERT: ITEST2.WESCOHQ.COM is Down
Warning Alert: Memory Utilization on GBVVSSQ10 is : 94 %
 NODE ALERT: VALJDELOG01 has rebooted
Warning Alert: Memory Utilization on AUS-ORIONAPP02 is : 96 %
Alert: CPU Utilization on GBV-ORIONAPP01 is Warning	
 NODE ALERT: DEVJDEJAS2 has rebooted
Warning Alert: Memory Utilization on GBVVSML0 is : 95 %
Critical ALERT:  A Distributed File System (DFS) component  on AUS-DFS01 is in a current state of: Down
 NODE ALERT: GJDEWEB02 has rebooted
Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB02 is in a current state of: Down
Critical ALERT:  A Baseline Services_Windows component  on XA6523 is in a current state of: Down
 NODE ALERT: GJDEWEB03 has rebooted
Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB03 is in a current state of: Down
NODE Down ALERT: XA6501 is Down
Alert: Memory Utilization on tcmprd-haasr03.tcmis.com is warning
Critical ALERT:  A Microsoft IIS component  on USAUWCSAPP01 is in a current state of: Down
ALERT: DISK SPACE on USAVSSQ0-E:\ Label:DATA F2224374 has currently 14 % is available
Alert: CPU Utilization on wdiprd-cml01.haasgroupintl.com is Critical
Alert: CPU Utilization on G-OPTIOPD is Critical	
ALERT: DISK SPACE on AUS-VEEAM-CON01-C:\ Label: DAE3F737 has currently 15 % is available
Warning Alert: Memory Utilization on VALDC01 is : 94 %
ALERT: DISK SPACE on AUS-JUMPBOX01-C:\ Label: 4608119A has currently 13 % is available
TIER 1 - CRITICAL ALERT: US-SAV-2921-R01.wescoaircraft.com is Down
Alert: Memory Utilization on infpoc-oem02.tcmis.com is warning
 NODE ALERT: GASA-SRVR01 is Down
 NODE ALERT: Savannah-AIMS is Down
ESX ALERT: Savannah-ESX01.haasgroupintl.com is Down
Critical ALERT:  A Baseline Services_Windows component  on KSWI-FILE01 is in a current state of: Down
Alert: CPU Utilization on aus-esx13.haasgroupintl.com is Critical	
Critical ALERT:  A Microsoft IIS component  on KSWI-FILE01 is in a current state of: Down
Critical ALERT:  A Microsoft IIS component  on AUS-GHS01 is in a current state of: Down
Alert: CPU Utilization on AUS-BIPRD-PUB01 is Warning	
Alert Storage -Hardware component is in critical state - integration
Alert Storage -Hardware component is in critical state - integration
Alert Storage -Hardware component is in critical state - integration
Alert Storage -Hardware component is in critical state - integration
Alert: CPU Utilization on AUS-BI02 is Warning	
Alert: CPU Utilization on AUS-BI02 is Critical	
Alert: CPU Utilization on gbwsrsq1 is Critical	
Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Critical	
Critical Alert: Memory Utilization on GBVVSMS4 is : 99 %
Warning Alert: Memory Utilization on GBVVSMS4 is : 94 %
Alert: CPU Utilization on GBVVSDV0 is Critical	
Alert: Memory Utilization on tcmpoc-haasr02.tcmis.com is warning
ALERT: DISK SPACE on G-SQL02-D:\ Label:SQL Data D8685B24 has currently 14 % is available
Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %
Alert: CPU Utilization on G-OPTIOPD is Warning	
Warning Alert: Memory Utilization on AUS-ORIONAPP02 is : 97 %
 NODE ALERT: DECATUR-DC01 is Down
ESX ALERT: decatur-esx01.haasgroupintl.com is Down
Warning Alert: Memory Utilization on USAZSCCMCAS01 is : 94 %
Alert: CPU Utilization on gbmi1-dc05 is Critical	
Alert: CPU Utilization on ADAVIIS01 is Critical	
Warning Alert: Memory Utilization on GBVVSSQ10 is : 94 %
Alert: Memory Utilization on tcmprd-ws02.tcmis.com is warning
Alert: CPU Utilization on GBVVSML0 is Critical	
 NODE ALERT: ITEST2.WESCOHQ.COM is Down
Alert: Memory Utilization on tcmprd-haasr05.tcmis.com is warning
ALERT: Critical disk utilization in NIMBUS
 NODE ALERT: VALJDELOG01 has rebooted
 NODE ALERT: DEVJDEJAS2 has rebooted
Critical ALERT:  A Baseline Services_Windows component  on G-TRAXDEV01 is in a current state of: Down
Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down
Alert: CPU Utilization on AUS-BIPRD-PUB01 is Warning	
NODE Down ALERT: XA6501 is Down
Alert: CPU Utilization on ITMADC is Critical	
Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB06 is in a current state of: Critical
ALERT: DISK SPACE on USAVSSQ0-E:\ Label:DATA F2224374 has currently 14 % is available
ALERT: DISK SPACE on AUS-VEEAM-CON01-C:\ Label: DAE3F737 has currently 15 % is available
Warning Alert: Memory Utilization on AUS-BIPRD-PUB01 is : 96 %
Alert: CPU Utilization in GJDEWEB06 is Critical	
TIER 3 - Critical Device Down: CA-QUE-BOM3-C1111-R01.wescoaircraft.com is Down
TIER 3 - Critical Device Down: US-WIT-891-CESPA-R01.wescoaircraft.com is Down
GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - BOM: Montreal (Plant 3) - AMER - Retorno El Marques #4F Parque Industrial El Marques Bombardier Plant
Alert: CPU Utilization on GJDEWEB06 is Critical
Alert: CPU Utilization on UKVSDC2 is Critical	
Critical ALERT:  A Microsoft IIS component  on AUS-GHS01 is in a current state of: Down
Alert: CPU Utilization in GJDEWEB04 is Critical	
ALERT: DISK SPACE on GBVVSML0-E:\ Label:Applications 7A4E86EF has currently 15 % is available
Warning Alert: Memory Utilization on GBVCLSQ2-PRESS is : 97 %
Warning Alert: Memory Utilization on GBVVSSQ8 is : 97 %
Alert: CPU Utilization on gbwsrsq1 is Warning	
Alert: CPU Utilization on CAV-SQLDW01 is Warning	
Warning Alert: Memory Utilization on GBVVSSQ6 is : 94 %
Warning Alert: Memory Utilization on GBVVSSQ6 is : 94 %
Warning Alert: Memory Utilization on VALFILE01V is : 94 %
TIER 3 - Critical Device Down: US-NAP-C1111-R01.wescoaircraft.com is Down
ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws01.tcmis.com is Down
ALERT: DISK SPACE on TXAU-SQL19-N1-D:\ Label:Data 242E734E has currently 14 % is available
 NODE ALERT: CAVA2JDEWEB01 has rebooted
Critical ALERT:  GROUP ALERT: Group is Down - APPLICATION - Qlik View
WPM Critical Alert : A Qlikview_Access Point - SIOP_OTD_Dashboard transaction state is Down
Critical ALERT:  A QVS.exe component  on AUS-BIPRD-N1 is in a current state of: Down
Critical ALERT:  A QVS.exe component  on AUS-BIPRD-N2 is in a current state of: Down
WPM Critical Alert : A qlikview transaction state is Down
WPM Critical Alert : A Qlikview _Access Point - SIOP_Forecast_Viewer transaction state is Down
WPM Critical Alert : A Qlikview_Access Point - sca_buy_reqs.qvw transaction state is Down
WPM Critical Alert : A Qlikview_Access Point - INCORACHEM_ANYDOC_FILEBOUND_VOUCHERED_DASHBOARD.QVW transaction state is Down
WPM Critical Alert : A Qlikview_Access Point - SALES_4_CORNER_DASHBOARD.QVW transaction state is Down
WPM Critical Alert : A Qlikview_Access Point - SIOP_FORECAST_ACCURACY.QVW transaction state is Down
WPM Critical Alert : A Qlikview_Access Point - SCA_Procurement transaction state is Down
WPM Critical Alert : A Qlikview_Access Point - sca_customer_alignment.qvw transaction state is Down
WPM Critical Alert : A Qlikview _Access Point - HAAS ON TIME DELIVERY OOR OTD.QVW transaction state is Down
WPM Critical Alert : A Qlikview_Access Point - HARDWARE OPEN ORDERS.QVW transaction state is Down
WPM Critical Alert : A Qlikview_Access Point - SIOP_LOB_ALL.QVW transaction state is Down
WPM Critical Alert : A Qlikview_Access Point - SIOP_Delivery_Assurance_Dashboard transaction state is Down
WPM Critical Alert : A Qlikview_Access Point - SCA_Supplier_Scorecard transaction state is Down
Alert: CPU Utilization on AUS-BI01 is Critical	
TIER 3 - Critical Device Down: MX-MEX-891-TRI-R01.wescoaircraft.com is Down
ALERT: Critical disk utilization in TXAU-SQL19-N1
"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - TRI: Mexicali - AMER - Calle El Rey del Desierto 66 El Sahuaro, Mexicali 21395, B.C., Mexico"
TIER 2 - Non-Critical Device Down: US-CSP-891-R01.wescoaircraft.com is Down
"GROUP ALERT: Group is Down - Network Team Tickets: Tier2  - Colorado Springs - AMER - 1275 North Newport Road, Colorado Springs, Colorado 80913, USA"
Alert: CPU Utilization in GJDEWEB04 is Warning	
TIER 2 - Non-Critical Device Down: US-CSP-891-R01.wescoaircraft.com is Down
Critical ALERT:  A Baseline Services_Windows component  on XA6531 is in a current state of: Down
Warning Alert: Memory Utilization on GBVVSSQ6 is : 94 %
ALERT: DISK SPACE on usauitadmust01-C:\ Label: 1CDB9A83 has currently 15 % is available
Alert: CPU Utilization on GBVVSDV1 is Critical	
Critical ALERT:  A Commander (label printing server) Monitoring component  on   CAV-CMDR01 is in a current state of: Down
 NODE ALERT: ITEST2.WESCOHQ.COM is Down
