resolver,summary,Cleaned_Column,topic_percent,topic,top_words
Windows Support,Warning Alert: Memory Utilization on VALFILE01V is : 94 %,warning alert memory utilization on  is   ,69.06970673210922,6,memory-warning
Windows Support,Warning Alert: Memory Utilization on VALEXCHMS01 is : 94 %,warning alert memory utilization on  is   ,69.06970673210922,6,memory-warning
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSCL4 is in a current state of: Down,critical alert  a baseline services_windows component  on  is in a current state of down,74.14507933174015,9,component-current
Network Support,TIER 1 - CRITICAL ALERT: US-SAV-2921-R01.wescoaircraft.com is Down,tier   critical alert  is down,65.50657913727687,4,tier-critical
Windows Support, NODE ALERT: GASA-SRVR01 is Down, node alert  is down,60.40580872011787,3,node-alert
Windows Support, NODE ALERT: Savannah-AIMS is Down, node alert savannahaims is down,42.49617321199416,1,device-tier
Windows Support,ESX ALERT: Savannah-ESX01.haasgroupintl.com is Down,esx alert  is down,58.66862220621191,9,component-current
Linux Support,Alert: Memory Utilization on infpoc-oem02.tcmis.com is warning,alert memory utilization on  is warning,69.06970673210922,6,memory-warning
Windows Support,Warning Alert: Memory Utilization on gbdvssq0 is : 94 %,warning alert memory utilization on  is   ,69.06970673210922,6,memory-warning
Windows Support,Critical Alert: Memory Utilization on GBVVSMS4 is : 99 %,critical alert memory utilization on  is   ,68.91995482581358,6,memory-warning
Network Support,TIER 3 - Critical Device Down: CA-QUE-BOM3-C1111-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Windows Support,Warning Alert: Memory Utilization on APPSERVER01 is : 94 %,warning alert memory utilization on  is   ,69.06970673210922,6,memory-warning
Citrix Support,ALERT: DISK SPACE on XA6516-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on USAVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on  is in a current state of critical,76.51316710600906,7,available-space
GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on USAVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on  is in a current state of critical,76.51316710600906,7,available-space
Windows Support,Warning Alert: Memory Utilization on GBVVSCM1 is : 95 %,warning alert memory utilization on  is   ,69.06970673210922,6,memory-warning
Windows Support,Warning Alert: Memory Utilization on GBVVSMS4 is : 94 %,warning alert memory utilization on  is   ,69.06970673210922,6,memory-warning
GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on  is in a current state of critical,76.51316710600906,7,available-space
GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on  is in a current state of critical,76.51316710600906,7,available-space
MS SQL Database Support,Warning ALERT:  SQL Components component  on CAV-SQLDW01 shows Warning,warning alert  sql components component  on  shows warning,56.98621156616981,0,component-jde_webserver_services
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSCL4 is in a current state of: Down,critical alert  a baseline services_windows component  on  is in a current state of down,74.14507933174015,9,component-current
Network Support,GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - BOM: Montreal (Plant 3) - AMER - Retorno El Marques #4F Parque Industrial El Marques Bombardier Plant,group alert group is down  network team tickets   bom montreal plant   amer  retorno el marques  parque industrial el marques bombardier plant,80.07140647393936,2,group-network
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSCL2 is in a current state of: Down,critical alert  a baseline services_windows component  on  is in a current state of down,74.14507933174015,9,component-current
Citrix Support,ALERT: DISK SPACE on XA6508-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Citrix Support,ALERT: DISK SPACE on XA6509-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Citrix Support,ALERT: DISK SPACE on XA6517-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Windows Support,Alert: CPU Utilization on GBVVSDV0 is Critical	,alert cpu utilization on  is critical	,69.22142522263883,8,cpu-utilization
Windows Support,Critical ALERT:  A Samba component  on ITMAFILE is in a current state of: Down,critical alert  a samba component  on itmafile is in a current state of down,71.25951433683298,9,component-current
Citrix Support,ALERT: DISK SPACE on XA6502-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Windows Support, NODE ALERT: ITMADC is Down, node alert itmadc is down,41.4104590738365,2,group-network
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSCL4 is in a current state of: Down,critical alert  a baseline services_windows component  on  is in a current state of down,74.14507933174015,9,component-current
Citrix Support,ALERT: DISK SPACE on XA6511-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Network Support,TIER 2 - Non-Critical Device Down: IT-MAR-2960S-S01.wescoaircraft.com is Down,tier   noncritical device down  is down,65.84751110345833,1,device-tier
Network Support,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Windows Support, NODE ALERT: ITMAPRINT is Down, node alert itmaprint is down,62.38459772799392,3,node-alert
Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Network Support,TIER 3 - Critical Device Down: IT-MAR-C1113-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Windows Support,Critical ALERT:  A Samba component  on ITMAFILE is in a current state of: Down,critical alert  a samba component  on itmafile is in a current state of down,71.25951433683298,9,component-current
Network Support,TIER 1 - CRITICAL ALERT: CN-SHA-WH-2960X-MDF-S01.wescoaircraft.com is Down,tier   critical alert  is down,65.50657913727687,4,tier-critical
Network Support,TIER 1 - CRITICAL ALERT: CN-SHA-2960X-MDF-S01.wescoaircraft.com is Down,tier   critical alert  is down,65.50657913727687,4,tier-critical
Network Support,TIER 3 - Critical Device Down: IT-FRO-2960S-S01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Network Support,TIER 3 - Critical Device Down: CN-SUZ-C1111-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Network Support,TIER 3 - Critical Device Down: CN-XIA-C1111-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Network Support,TIER 2 - Non-Critical Device Down: CN-CHE-C1111-R01.wescoaircraft.com is Down,tier   noncritical device down  is down,65.84751110345833,1,device-tier
Network Support,TIER 3 - Critical Device Down: CN-HAN-C1111-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSCL2 is in a current state of: Down,critical alert  a baseline services_windows component  on  is in a current state of down,74.14507933174015,9,component-current
Linux Support,ALERT: Disk utilization on tcmtm03-ws01.haasgroupintl.com is Warning,alert disk utilization on  is warning,68.37716807382607,5,warning-cpu
Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SIOP_LOB_ALL.QVW transaction state is Down,wpm critical alert  a qlikview_access point  siop_lob_allqvw transaction state is down,74.6336728485139,8,cpu-utilization
Windows Support,ALERT: DISK SPACE on XA6518-C:\ Label: 88E6AF70 has currently 19 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	,alert cpu utilization on  is warning	,69.2179321829216,5,warning-cpu
Windows Support,ALERT: DISK SPACE on XA6515-C:\ Label: 88E6AF70 has currently 17 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Windows Support,ALERT: DISK SPACE on XA6512-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Linux Support,Alert: Memory Utilization on tcmprd03-ora01.tcmis.com is warning,alert memory utilization on  is warning,69.06970673210922,6,memory-warning
Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws06.tcmis.com is Down,alert  a  monitoring tomcat component  on  is down,67.71139693684177,7,available-space
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on G-SCCM01 is in a current state of: Down,critical alert  a baseline services_windows component  on  is in a current state of down,74.14507933174015,9,component-current
Windows Support,Alert: CPU Utilization on ADAVIIS01 is Warning	,alert cpu utilization on  is warning	,69.2179321829216,5,warning-cpu
Network Support,TIER 3 - Critical Device Down: US-BOS-891F-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - Merck: Boston - 33 Avenue E Louis Pasteur Boston, MA 02115-5727",group alert group is down  network team tickets   merck boston   avenue e louis pasteur boston ma ,58.211690510090804,2,group-network
Network Support,TIER 3 - Critical Device Down: US-EUC-C1111-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Windows Support, NODE ALERT: INBA-FILE1 is Down, node alert  is down,60.40580872011787,3,node-alert
Windows Support,ESX ALERT: IDBA-ESX1.WESCOHQ.com is Down,esx alert  is down,58.66862220621191,9,component-current
Windows Support, NODE ALERT: INBA-SCCM is Down, node alert inbasccm is down,63.54863227653349,3,node-alert
Network Support,TIER 3 - Critical Device Down: MX-QUE2-891-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Network Support,TIER 3 - Critical Device Down: MX-QUE2-891-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSCL2 is in a current state of: Down,critical alert  a baseline services_windows component  on  is in a current state of down,74.14507933174015,9,component-current
Windows Support,Critical ALERT:  A Microsoft IIS component  on GBVVSHR0 is in a current state of: Down,critical alert  a microsoft iis component  on  is in a current state of down,73.81056435333,9,component-current
Windows Support,ALERT: DISK SPACE on XA6520-C:\ Label: 88E6AF70 has currently 19 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Network Support,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,warning alert memory utilization on  is   ,69.06970673210922,6,memory-warning
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSCL4 is in a current state of: Down,critical alert  a baseline services_windows component  on  is in a current state of down,74.14507933174015,9,component-current
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on usauitadmust01 is in a current state of: Down,critical alert  a baseline services_windows component  on  is in a current state of down,74.14507933174015,9,component-current
Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws07.tcmis.com is Down,alert  a  monitoring tomcat component  on  is down,67.71139693684177,7,available-space
Linux Support,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws07.tcmis.com is Down,critical alert  a tcmis services  component  on  is down,69.2495581513997,1,device-tier
Network Support,TIER 3 - Critical Device Down: US-THR-891-AAX-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Windows Support,Warning Alert: Memory Utilization on GBVVSHR0 is : 96 %,warning alert memory utilization on  is   ,69.06970673210922,6,memory-warning
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSCL4 is in a current state of: Down,critical alert  a baseline services_windows component  on  is in a current state of down,74.14507933174015,9,component-current
Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3  - AAX: Three Rivers - AMER - 1 Manufactur?ing Drive, Three Rivers, MI 49093, USA",group alert group is down  network team tickets    aax three rivers  amer   manufacturing drive three rivers mi  usa,75.09945289856007,2,group-network
Windows Support,Alert: CPU Utilization on MXCH-RODC01 is Critical	,alert cpu utilization on  is critical	,69.22142522263883,8,cpu-utilization
Windows Support,Critical ALERT:  A Samba component  on UKFILE01 is in a current state of: Down,critical alert  a samba component  on  is in a current state of down,69.4632567052572,9,component-current
Network Support,TIER 3 - Critical Device Down: CN-HAN-C1111-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Windows Support,ALERT: DISK SPACE on PLCVSMS0-C:\ Label: E24B5BD8 has currently 9 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Windows Support, NODE ALERT: INBA-DC1 is Down, node alert  is down,60.40580872011787,3,node-alert
Windows Support,Critical ALERT:  A Distributed File System (DFS) component  on AUS-DFS01 is in a current state of: Down,critical alert  a distributed file system dfs component  on  is in a current state of down,74.52515648146512,7,available-space
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSCL4 is in a current state of: Down,critical alert  a baseline services_windows component  on  is in a current state of down,74.14507933174015,9,component-current
Windows Support,Alert: CPU Utilization on aus-esx13.haasgroupintl.com is Warning	,alert cpu utilization on  is warning	,69.2179321829216,5,warning-cpu
Windows Support,ALERT: DISK SPACE on SIOPW10DR-C:\ Label: C05F3DBC has currently 9 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on XA6538 is in a current state of: Down,critical alert  a baseline services_windows component  on  is in a current state of down,74.14507933174015,9,component-current
Windows Support,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Warning	,alert cpu utilization on  is warning	,69.2179321829216,5,warning-cpu
Citrix Support,NODE Down ALERT: XA6518 is Down,node down alert  is down,60.40580872011787,3,node-alert
Windows Support,ALERT: DISK SPACE on NIMBUS-C:\ Label: F07BBA16 has currently 10 % is available,alert disk space on nimbusc label  has currently   is available,74.0198920338048,7,available-space
Windows Support,Alert: CPU Utilization on MXCH-RODC01 is Critical	,alert cpu utilization on  is critical	,69.22142522263883,8,cpu-utilization
GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBDVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on  is in a current state of critical,76.51316710600906,7,available-space
GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBDVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on  is in a current state of critical,76.51316710600906,7,available-space
Linux Support,Alert: CPU Utilization on tcmdev-ora01 is Critical,alert cpu utilization on  is critical,69.22142522263883,8,cpu-utilization
Linux Support,Alert: CPU Utilization on wdiprd-cml01.haasgroupintl.com is Critical,alert cpu utilization on  is critical,69.22142522263883,8,cpu-utilization
Windows Support,Warning Alert: Memory Utilization on SGSVSMS0 is : 94 %,warning alert memory utilization on  is   ,69.06970673210922,6,memory-warning
Linux Support,Alert: Memory Utilization on tcmprd-ws03.tcmis.com is warning,alert memory utilization on  is warning,69.06970673210922,6,memory-warning
Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws03.tcmis.com is Down,alert  a  monitoring tomcat component  on  is down,67.71139693684177,7,available-space
Linux Support,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws03.tcmis.com is Down,critical alert  a tcmis services  component  on  is down,69.2495581513997,1,device-tier
Linux Support,Alert: Memory Utilization on tcmpoc-haasr02.tcmis.com is warning,alert memory utilization on  is warning,69.06970673210922,6,memory-warning
Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Critical	,alert cpu utilization on  is critical	,69.22142522263883,8,cpu-utilization
Windows Support,Alert: CPU Utilization on AUS-SIRIUSJUMP1 is Critical	,alert cpu utilization on  is critical	,69.22142522263883,8,cpu-utilization
Windows Support, NODE ALERT: GB1VSCE1 is Down, node alert  is down,60.40580872011787,3,node-alert
Windows Support,Alert: CPU Utilization on GBVVSDV0 is Critical	,alert cpu utilization on  is critical	,69.22142522263883,8,cpu-utilization
Citrix Support,ALERT: DISK SPACE on XA6524-C:\ Label: 88E6AF70 has currently 18 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSCL2 is in a current state of: Down,critical alert  a baseline services_windows component  on  is in a current state of down,74.14507933174015,9,component-current
Windows Support,Critical ALERT:  A Microsoft IIS component  on AUS-GHS01 is in a current state of: Down,critical alert  a microsoft iis component  on  is in a current state of down,73.81056435333,9,component-current
Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB01 is Warning	,alert cpu utilization on  is warning	,69.2179321829216,5,warning-cpu
Windows Support, NODE ALERT: GBVVSML5 is Down, node alert  is down,60.40580872011787,3,node-alert
Windows Support, NODE ALERT: GBVVSML6 is Down, node alert  is down,60.40580872011787,3,node-alert
Windows Support, NODE ALERT: GBVVSML7 is Down, node alert  is down,60.40580872011787,3,node-alert
Windows Support,Warning Alert: Memory Utilization on CAV-SQLDW04 is : 94 %,warning alert memory utilization on  is   ,69.06970673210922,6,memory-warning
Windows Support,Alert: CPU Utilization on AUS-BI02 is Warning	,alert cpu utilization on  is warning	,69.2179321829216,5,warning-cpu
Windows Support,Alert: CPU Utilization on MXCH-RODC01 is Critical	,alert cpu utilization on  is critical	,69.22142522263883,8,cpu-utilization
GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on  is in a current state of critical,76.51316710600906,7,available-space
GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on  is in a current state of critical,76.51316710600906,7,available-space
Network Support,TIER 3 - Critical Device Down: UK-RED-TZ300-F01 is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Windows Support,Alert: CPU Utilization on gbwsrsq1 is Warning	,alert cpu utilization on  is warning	,69.2179321829216,5,warning-cpu
Windows Support,Alert: CPU Utilization on MXCH-RODC01 is Critical	,alert cpu utilization on  is critical	,69.22142522263883,8,cpu-utilization
Windows Support,Alert: CPU Utilization on AUS-BI02 is Warning	,alert cpu utilization on  is warning	,69.2179321829216,5,warning-cpu
Windows Support, NODE ALERT: GBVC1HV0 is Down, node alert  is down,60.40580872011787,3,node-alert
Windows Support,Alert: CPU Utilization on GBVVSML4 is Critical	,alert cpu utilization on  is critical	,69.22142522263883,8,cpu-utilization
Citrix Support,ALERT: DISK SPACE on XA6530-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Network Support,TIER 3 - Critical Device Down: FR-TAR-TZ300-F01 is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Windows Support,Critical ALERT:  A GEAC - Print queue monitoring component  on USAVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on  is in a current state of critical,76.51316710600906,7,available-space
GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on USAVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on  is in a current state of critical,76.51316710600906,7,available-space
Citrix Support,ALERT: DISK SPACE on XA6501-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Windows Support,Alert: CPU Utilization on aus-esx13.haasgroupintl.com is Warning	,alert cpu utilization on  is warning	,69.2179321829216,5,warning-cpu
Citrix Support,ALERT: DISK SPACE on XA6525-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Network Support,TIER 2 - Non-Critical Device Down: MX-MEX-891-GUL-R01.wescoaircraft.com is Down,tier   noncritical device down  is down,65.84751110345833,1,device-tier
Network Support,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Windows Support, NODE ALERT: INBA-FILE1 is Down, node alert  is down,60.40580872011787,3,node-alert
Windows Support, NODE ALERT: INBA-SCCM is Down, node alert inbasccm is down,63.54863227653349,3,node-alert
Windows Support,ESX ALERT: IDBA-ESX1.WESCOHQ.com is Down,esx alert  is down,58.66862220621191,9,component-current
Windows Support,Alert: CPU Utilization on MXCH-RODC01 is Critical	,alert cpu utilization on  is critical	,69.22142522263883,8,cpu-utilization
Citrix Support,ALERT: DISK SPACE on XA6506-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Windows Support,Warning Alert: Memory Utilization on GBVVSML4 is : 96 %,warning alert memory utilization on  is   ,69.06970673210922,6,memory-warning
Citrix Support,ALERT: DISK SPACE on XA6521-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Citrix Support,ALERT: DISK SPACE on XA6517-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Windows Support,Critical ALERT:  A Distributed File System (DFS) component  on AUS-DFS01 is in a current state of: Down,critical alert  a distributed file system dfs component  on  is in a current state of down,74.52515648146512,7,available-space
Windows Support,ALERT: DISK SPACE on XA6528-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	,alert cpu utilization on  is warning	,69.2179321829216,5,warning-cpu
GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on  is in a current state of critical,76.51316710600906,7,available-space
GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on  is in a current state of critical,76.51316710600906,7,available-space
Citrix Support,ALERT: DISK SPACE on XA6510-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Windows Support,Alert: CPU Utilization on CODEPROXY01 is Critical	,alert cpu utilization on  is critical	,69.22142522263883,8,cpu-utilization
Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	,alert cpu utilization on  is warning	,69.2179321829216,5,warning-cpu
Citrix Support,ALERT: DISK SPACE on XA6519-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
JDE CNC Technical,Alert: Memory Utilization on DEVJDEJAS2 is in warning,alert memory utilization on  is in warning,69.06970673210922,6,memory-warning
Network Support,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Network Support,TIER 3 - Critical Device Down: UK-RED-TZ300-F01 is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Citrix Support,ALERT: DISK SPACE on XA6515-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Network Support,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,tier   critical device down  is down,66.3343138444355,1,device-tier
Citrix Support,ALERT: DISK SPACE on XA6518-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 95 %,warning alert memory utilization on  is   ,69.06970673210922,6,memory-warning
Network Support,TIER 1 - CRITICAL ALERT: WAN OUTAGE 2 on UK-MIR-4351-R01.wescoaircraft.com,tier   critical alert wan outage  on ,44.49963383782023,4,tier-critical
Network Support,TIER 1 - CRITICAL ALERT: WAN OUTAGE 2 on UK-MIR-4351-R02.wescoaircraft.com,tier   critical alert wan outage  on ,44.49963383782023,4,tier-critical
Linux Support,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws01.tcmis.com is Down,critical alert  a tcmis services  component  on  is down,69.2495581513997,1,device-tier
Network Support,TIER 1 - CRITICAL ALERT: UK-MIR-2960X-EDGE-S01.wescoaircraft.com is Down,tier   critical alert  is down,65.50657913727687,4,tier-critical
Windows Support, NODE ALERT: UKHDFILE01 is Down, node alert  is down,60.40580872011787,3,node-alert
Windows Support, NODE ALERT: GBMI1-DHCP01 is Down, node alert  is down,60.40580872011787,3,node-alert
Windows Support, NODE ALERT: UKHDFTP is Down, node alert ukhdftp is down,60.40580872011787,3,node-alert
Citrix Support,NODE Down ALERT: UKHDXA2 is Down,node down alert  is down,60.40580872011787,3,node-alert
Citrix Support,NODE Down ALERT: UKHDXA4 is Down,node down alert  is down,60.40580872011787,3,node-alert
Network Support,TIER 1 - CRITICAL ALERT: UK-MIR-9407-MDF-S02.wescoaircraft.com is Down,tier   critical alert  is down,65.50657913727687,4,tier-critical
Network Support,TIER 1 - CRITICAL ALERT: WAN Interface Unreachable on UK-MIR-2960X-EDGE-S01.wescoaircraft.com,tier   critical alert wan interface unreachable on ,71.6557084115629,4,tier-critical
Windows Support, NODE ALERT: UKFILE01 is Down, node alert  is down,60.40580872011787,3,node-alert
Windows Support, NODE ALERT: GBMI1-SCCM is Down, node alert  is down,60.40580872011787,3,node-alert
Windows Support, NODE ALERT: CLKSCRIPTS.wescohq.com is Down, node alert clkscriptswescohqcom is down,60.40580872011787,3,node-alert
Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws01.tcmis.com is Down,alert  a  monitoring tomcat component  on  is down,67.71139693684177,7,available-space
Linux Support,Alert: Memory Utilization on tcmprd-ws06.tcmis.com is warning,alert memory utilization on  is warning,69.06970673210922,6,memory-warning
Windows Support,Alert: CPU Utilization on GBV-ORIONAPP01 is Warning	,alert cpu utilization on  is warning	,69.2179321829216,5,warning-cpu
Linux Support,ALERT:  A ADC _sabrix _URL _monitoring component  on ws1.tcmis.com is Down,alert  a adc _sabrix _url _monitoring component  on  is down,71.95831619248958,2,group-network
JDE CNC Technical, NODE ALERT: ITEST2.WESCOHQ.COM is Down, node alert  is down,60.40580872011787,3,node-alert
Windows Support,Critical ALERT:  A Microsoft IIS component  on USAUWCSAPP01 is in a current state of: Down,critical alert  a microsoft iis component  on  is in a current state of down,73.81056435333,9,component-current
JDE CNC Technical, NODE ALERT: VALJDELOG01 has rebooted, node alert  has rebooted,65.06805654447163,3,node-alert
JDE CNC Technical, NODE ALERT: DEVJDEJAS2 has rebooted, node alert  has rebooted,65.06805654447163,3,node-alert
Windows Support,ALERT: DISK SPACE on XA6527-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on  label  has currently   is available,73.05062371521308,7,available-space
Linux Support,Alert: CPU Utilization on secprd-tenable03.haasgroupintl.com is Critical,alert cpu utilization on  is critical,69.22142522263883,8,cpu-utilization
Linux Support,Alert: CPU Utilization on secprd-tenable01.haasgroupintl.com is Critical,alert cpu utilization on  is critical,69.22142522263883,8,cpu-utilization
Linux Support,Alert: CPU Utilization on secprd-tenable02.haasgroupintl.com is Critical,alert cpu utilization on  is critical,69.22142522263883,8,cpu-utilization
Linux Support,Alert: CPU Utilization on tcmprd-haasr06.tcmis.com is Critical,alert cpu utilization on  is critical,69.22142522263883,8,cpu-utilization
Network Support,CPU Warning  ALERT: CPU load on AUS-UCS-A is currently 97 %,cpu warning  alert cpu load on ausucsa is currently  ,71.90038176349101,5,warning-cpu
Network Support,CPU ALERT: CPU load on AUS-UCS-A is currently 99 %,cpu alert cpu load on ausucsa is currently  ,70.3839321997799,5,warning-cpu
Windows Support,Alert: CPU Utilization on TXAU-AD01 is Critical	,alert cpu utilization on  is critical	,69.22142522263883,8,cpu-utilization
